FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
france_hospitals_point.363598094,363598094,hospital,Hopital local de Malestroit,,,,,,,,,,560027377,365,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,way,4,2020-08-31T08:00:20Z,,POINT (-265414.43912288314 6074880.377086643),"SRID=3857;POLYGON((-265565.903438708 6074928.81533692,-265550.173994658 6074917.94230116,-265544.162742156 6074910.64941902,-265540.589386501 6074903.07477296,-265539.732226422 6074897.35649973,-265553.17962091 6074824.8259201,-265522.032427386 6074820.36736464,-265507.661081125 6074800.34532994,-265479.341402667 6074806.21270946,-265433.622487798 6074804.78730051,-265418.249266119 6074798.52213373,-265382.849668047 6074776.87585186,-265344.221804742 6074762.05829061,-265306.996567021 6074776.21287319,-265309.42333192 6074794.22933691,-265314.287993668 6074866.44474059,-265306.996567021 6074868.4668469,-265311.248971569 6074937.23531918,-265318.72964135 6074998.13126275,-265342.195790009 6074989.84381996,-265351.913981556 6074985.99844921,-265361.420666069 6074997.73346531,-265402.486426223 6074985.79955077,-265430.806104681 6074964.152798,-265444.587457641 6074962.94283563,-265445.578201109 6074946.21885263,-265457.311275439 6074940.35137769,-265475.077866169 6074967.00366891,-265481.701375872 6074962.21354333,-265470.268864167 6074934.20213564,-265486.499245925 6074928.06947276,-265489.026198366 6074934.21871042,-265496.796298823 6074931.56674754,-265505.746385883 6074954.04215877,-265562.385742799 6074930.09159355,-265565.903438708 6074928.81533692))"
france_hospitals_point.672309000,672309000,hospital,Centre Gabriel Pertat,,,,,,,,,,520783531,292,,,,,,,,,,,,4,,,,,,,,,,way,2,2020-03-29T14:14:13Z,,POINT (571910.4054105668 6181071.292763859),"SRID=3857;POLYGON((571843.994064396 6181053.57656523,571845.407821929 6181048.94490243,571847.589683949 6181041.82959925,571851.018324265 6181030.14977485,571863.141016813 6181032.38169408,571863.2968641 6181032.11319249,571878.625557982 6181034.9828037,571878.714613575 6181035.25130538,571891.905973234 6181037.63425819,571888.677708001 6181050.45522698,571891.171264594 6181054.53310461,571906.622409916 6181057.45306756,571908.6372927 6181060.28912449,571963.573461406 6181061.63163697,571962.237627517 6181113.65415864,571875.085598175 6181081.04774744,571879.850072381 6181067.67294578,571857.018444819 6181058.64454698,571857.25221575 6181058.04041655,571843.994064396 6181053.57656523))"
france_hospitals_point.695958790,695958790,hospital,Centre de Long Séjour Bellevaux,,,,,,,,,,250001237,362,8610Z,26250175200188,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,way,4,2021-07-03T21:43:20Z,,POINT (670413.9624027911 5981743.102528195),"SRID=3857;POLYGON((670315.968841829 5981699.02565606,670324.351199486 5981691.22067604,670335.149190093 5981682.38269243,670343.687395037 5981675.39757631,670353.349926837 5981687.49855569,670354.830476065 5981689.1710501,670358.170060789 5981686.44914759,670361.008707804 5981685.39973963,670365.483751334 5981685.39973963,670369.068238938 5981686.44914759,670371.728774767 5981688.05605379,670377.450596594 5981695.68066376,670414.308479996 5981666.92034198,670420.876329953 5981673.59390874,670429.459062693 5981682.33350145,670435.848801464 5981688.82671299,670451.867676189 5981705.02696899,670461.140589773 5981713.94696091,670458.446658095 5981717.81666613,670460.673047911 5981719.47276932,670462.621139 5981720.91571097,670465.793744488 5981718.09541615,670475.07779002 5981722.91615319,670493.723804728 5981732.6724149,670500.981835527 5981736.54212847,670518.514655327 5981745.24899029,670510.49965199 5981762.28560581,670508.985706915 5981765.8437867,670504.878017705 5981776.40355793,670508.93004717 5981778.5515875,670507.260254808 5981782.27374687,670499.646001638 5981798.09704129,670448.483563669 5981799.13006565,670435.481447145 5981799.35962664,670430.104715739 5981799.58918763,670402.586537615 5981801.06493703,670393.213436491 5981801.60604519,670371.539531633 5981795.48988509,670350.288640841 5981788.7998275,670359.906644845 5981774.74744389,670335.282773482 5981758.51426359,670338.577830409 5981753.44754989,670326.700040742 5981745.29818162,670338.778205493 5981727.35976011,670332.466390365 5981722.35865285,670326.822492181 5981716.7180632,670324.284407791 5981713.53703461,670318.239759441 5981703.37086856,670319.030127826 5981702.56741401,670315.968841829 5981699.02565606))"
france_hospitals_point.-2954289,-2954289,hospital,Clinique Trenel,,,,,,,,,,,,,,,,,,,,,,,575,Rue du Docteur Trenel,Sainte-Colombe,69560,,,,,,,way,3,2022-08-31T11:43:25Z,,POINT (541261.7703142145 5703706.167683953),"SRID=3857;MULTIPOLYGON(((541201.411792204 5703663.44813656,541221.226661565 5703648.037151,541219.890827676 5703646.13063917,541217.66443786 5703643.27087218,541210.317351468 5703633.42057068,541209.20415656 5703634.21494943,541207.423044707 5703629.44867799,541209.460191388 5703627.73282089,541213.100338737 5703624.68240908,541215.549367535 5703622.61702668,541218.109715823 5703620.55164476,541223.675690363 5703615.94425603,541233.360486062 5703628.81317532,541242.822642779 5703641.52323726,541258.296051999 5703662.3360027,541277.220365434 5703687.75623996,541270.98647395 5703692.3636657,541263.305429085 5703698.08323199,541268.20348668 5703704.75606396,541252.062160515 5703718.10174284,541243.601879215 5703707.45697356,541247.498061393 5703703.96167894,541245.271671577 5703701.10189346,541248.388617319 5703698.71873959,541247.609380883 5703697.76547822,541253.509313895 5703692.68141929,541253.064035932 5703691.88703534,541245.939588521 5703682.67218672,541242.043406344 5703677.58813638,541235.586875878 5703682.67218672,541234.362361479 5703682.5133101,541234.251041988 5703685.84971966,541234.807639442 5703686.00859633,541237.25666824 5703689.18613045,541229.352984393 5703695.22344839,541233.360486062 5703700.94301652,541229.909581847 5703703.48504797,541225.902080179 5703697.60660133,541219.779508185 5703689.18613045,541210.206031977 5703675.36386526,541209.649434523 5703674.56948286,541207.534364198 5703675.99937124,541204.417418456 5703671.8685832,541206.42116929 5703670.43869547,541205.864571836 5703669.6443135,541201.411792204 5703663.44813656)),((541253.397994405 5703719.53163819,541269.316681588 5703706.18595718,541293.250372109 5703734.62499192,541301.710653409 5703727.79326023,541312.063366053 5703740.34458525,541296.144678869 5703750.9893937,541295.588081415 5703750.19500457,541292.805094145 5703752.1015386,541292.582455164 5703751.94266075,541288.240995023 5703754.9613404,541282.675020483 5703758.93328886,541269.984598533 5703767.83045982,541260.745080797 5703756.55011957,541270.98647395 5703747.97071539,541269.205362097 5703745.74642676,541271.431751913 5703743.83989409,541272.767585803 5703742.72775022,541269.205362097 5703738.59693134,541253.397994405 5703719.53163819)),((541269.65064006 5703775.77436995,541272.656266312 5703771.16690121,541274.548697655 5703767.98933795,541290.022106876 5703757.66226516,541291.357940765 5703759.56880078,541299.929541556 5703753.84919514,541298.705027157 5703751.94266075,541306.720030495 5703747.01744877,541318.519896519 5703739.39131944,541332.991430322 5703758.13889903,541304.382321188 5703776.72763964,541286.905161133 5703788.32576234,541279.44675525 5703779.42857098,541275.773212054 5703782.6061383,541271.654390895 5703777.99866605,541269.65064006 5703775.77436995)))"
france_hospitals_point.25486456,25486456,hospital,Centre hospitalier intercommunal de Créteil,,,,,,public,yes,,,940000573,355,,,,,+33 1 45 17 50 00,,+33 1 45 17 58 92,,contact@chicreteil.fr,,,,,,,Q3145343,,,,,,way,23,2022-09-24T08:15:40Z,intensive,POINT (274459.7268628871 6240422.321279805),"SRID=3857;POLYGON((274238.571195481 6240287.26946483,274266.835214193 6240168.72563431,274283.288234933 6240111.84546252,274300.73199914 6240067.74077916,274311.752628728 6240063.66828932,274358.618134352 6240091.49982529,274455.710994222 6240149.17408836,274392.648502688 6240247.96308729,274469.670458368 6240297.29042342,274493.125475078 6240251.19073223,274525.007377241 6240182.15995519,274563.523921056 6240200.59627172,274549.041255303 6240232.09525909,274601.661978601 6240259.42038746,274589.082876142 6240286.77940139,274733.653498835 6240349.32186429,274638.408542512 6240518.7684615,274520.699312947 6240795.86919288,274512.56185817 6240814.89833683,274503.066305606 6240816.30101965,274492.25718305 6240809.15240965,274471.919112082 6240787.09822528,274394.952816147 6240665.13370687,274322.795522215 6240543.4075327,274258.931530347 6240350.9103576,274281.38467164 6240317.28167975,274238.571195481 6240287.26946483))"
france_hospitals_point.47623945,47623945,hospital,Centre psychothérapique du Parc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,way,11,2021-10-06T14:23:19Z,Psychiatrie,POINT (816563.5558363165 6121323.22055),"SRID=3857;POLYGON((816405.668438368 6121423.14840565,816427.898940679 6121313.64523488,816447.747205887 6121202.32705533,816452.400360603 6121199.54411936,816554.446937813 6121212.4922782,816577.122718087 6121215.45852584,816587.48656268 6121216.59169937,816594.399503059 6121217.57489416,816597.115698634 6121217.90818056,816618.555832561 6121220.64112952,816627.984593431 6121221.70764641,816634.975457453 6121222.55752716,816717.95300589 6121232.75610274,816688.186174052 6121441.62959924,816594.510822549 6121429.34768346,816507.481244647 6121426.69799159,816495.224968711 6121426.21471454,816477.269134846 6121425.43147249,816405.668438368 6121423.14840565))"
france_hospitals_point.429881336,429881336,hospital,Clinique Stella,,,,,,,,,,340780782,161,,41238278000010,,,+33 4 99 63 63 63,,+33467860615,,secretariat.medical@cl-stella.fr,,,,Place du Château,Vérargues,34400,,,,Mo-Th 09:00-18:00; Fr 09:00-17:00,Le ministère des solidarités et de la santé - 03/2019,,way,5,2020-08-15T10:37:25Z,psychiatry,POINT (456540.5212441809 5421805.730752797),"SRID=3857;POLYGON((456349.421241125 5421822.99371744,456375.737168748 5421751.52837131,456388.65022968 5421735.81839097,456384.642728012 5421727.1933151,456387.425715281 5421718.72226628,456392.88037033 5421706.86281101,456374.401334859 5421696.85159439,456392.546411858 5421666.80260787,456395.730149295 5421665.52425746,456399.559539778 5421665.73988282,456403.678360937 5421667.89613667,456470.470055413 5421698.69981817,456485.38686718 5421705.63066068,456493.179231535 5421708.7110368,456518.882901959 5421719.3383423,456523.725299809 5421720.07763357,456604.999660037 5421726.34620987,456761.704107227 5421784.7196432,456686.81948577 5421908.99929875,456635.178373991 5421890.31642793,456581.366532141 5421883.95532721,456510.456016506 5421946.93503823,456410.268474792 5421848.31476164,456349.421241125 5421822.99371744))"
france_hospitals_point.61911358,61911358,hospital,Centre hospitalier du Pays d'Aix,,,,,,public,yes,,,130000409,355,,,,,+33 4 42 33 50 00,,+33 4 42 33 51 20,,,,,,Avenue des Tamarys,Aix-en-Provence,,Q50036407,,,,"BDOrtho IGN 2018, survey",,way,21,2020-10-19T16:08:26Z,intensive,POINT (605942.0819455946 5393836.127037672),"SRID=3857;POLYGON((605698.499868345 5393936.69392836,605704.422065255 5393921.52252722,605733.075702185 5393916.43980628,605745.543485154 5393912.78516274,605758.52333778 5393909.23801009,605755.38412814 5393893.25280658,605747.76987497 5393869.205953,605744.630665329 5393847.0786033,605744.942359904 5393830.847819,605750.363619105 5393817.227495,605756.875809317 5393800.55145478,605762.99838131 5393798.60131208,605761.840658606 5393790.32472675,605775.466164279 5393759.70603195,605777.258408081 5393755.69827649,605828.242734864 5393651.85041302,605861.683109899 5393590.79830172,605866.236077072 5393593.27047447,605917.16474411 5393617.56229392,605928.452540476 5393622.87517822,605963.050638215 5393638.64494235,605968.950571227 5393641.48565248,605972.757697812 5393638.41461455,605972.156572562 5393636.84838559,605983.210597998 5393634.60652892,605989.09939906 5393636.1727575,606023.964663577 5393647.15172014,606034.762654184 5393650.7141276,606040.74051084 5393652.60281831,606077.398019158 5393661.84665973,606079.268186603 5393657.59326312,606083.487195304 5393658.57599718,606083.553986999 5393659.28233735,606133.903792684 5393673.27095491,606158.62785159 5393634.83685664,606181.982680758 5393595.8654888,606193.938394069 5393600.21098781,606205.89410738 5393604.54113372,606190.643337142 5393666.79104382,606187.058849538 5393665.88508505,606182.80644499 5393679.91977834,606181.103256781 5393686.41505388,606186.780550811 5393687.8430938,606172.553919888 5393747.3295973,606168.802453048 5393746.57718431,606162.201207244 5393771.13044786,606155.043363986 5393780.54331725,606149.455125548 5393801.59562585,606146.349311755 5393812.45194082,606140.983712299 5393828.1606058,606126.968588408 5393869.22130857,606115.625132296 5393904.7541654,606109.235393525 5393914.93495288,606099.539465877 5393946.50621419,606092.114455841 5393976.86447895,606088.908454506 5393991.66743222,606092.492942109 5394012.81235567,606049.490222816 5394016.42097125,606000.075500853 5394017.77228297,605997.236853838 5394018.06404348,605953.644141243 5394027.17004726,605878.703860041 5394048.97535408,605808.539184994 5394066.14323038,605790.026753675 5394074.05152041,605771.057912444 5394077.47588887,605730.604409489 5394015.37677596,605713.505735704 5393989.54833579,605711.201422244 5393968.12706226,605711.724623851 5393962.46079819,605718.960390753 5393945.50809388,605716.778528733 5393944.78637618,605698.499868345 5393936.69392836))"
france_hospitals_point.256961253,256961253,hospital,Centre hospitalier Métropole Savoie (site d'Aix-les-Bains),,,,,,public,yes,,,730000098,355,,,,,+33 4 79 88 61 61,,+33 4 79 88 61 86,,,,,,,,,,,,,,,way,8,2023-01-18T09:39:45Z,,POINT (657333.3066047827 5731956.478774949),"SRID=3857;POLYGON((657176.595385027 5732002.0206247,657211.471781492 5731832.42438684,657561.816482917 5731893.73749308,657566.603221021 5731909.45233166,657570.72204218 5731923.20682265,657557.352571336 5731937.86980282,657541.278036865 5731955.497287,657511.043663166 5731988.64852709,657402.473763795 5731971.7860059,657397.831741029 5731971.05285353,657390.584842179 5731969.937187,657377.716309043 5731967.92898758,657357.778988242 5731964.83699889,657353.014514036 5732035.44298741,657315.466449791 5732127.90102046,657245.379698388 5732104.79040686,657232.143810933 5732100.42330454,657211.794608015 5732093.71327193,657213.30855309 5732035.33141994,657176.595385027 5732002.0206247))"
france_hospitals_point.41770181,41770181,hospital,Hôpital de Hautepierre,,,,,,public,yes,,,670783273,101,,,,http://www.chru-strasbourg.fr/,+33 3 88 11 67 68,,+33 3 88 12 70 99,,,,,,Avenue Molière,Strasbourg,67200,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,way,17,2020-04-03T10:29:51Z,intensive,POINT (857949.4016632508 6206127.112889238),"SRID=3857;POLYGON((857512.583407753 6206187.78552608,857527.355504181 6206139.44700935,857532.420541012 6206123.30618004,857534.802778115 6206108.22572486,857543.096080179 6206081.19542234,857566.729208074 6206012.94681545,857575.501183949 6205994.33212403,857586.276910658 6205977.48468528,857592.065524179 6205970.53365384,857599.000728455 6205963.12820288,857613.973199967 6205948.38464242,857620.507654077 6205948.26682868,857625.361183875 6205947.00453875,857627.732289029 6205945.77591006,857631.327908582 6205943.89089106,857644.986810102 6205938.37048065,857646.734526107 6205937.6635991,857668.452958761 6205926.35350211,857690.605537429 6205920.64796782,857710.676441619 6205913.84845702,857916.895798314 6205868.05288364,857920.81424439 6205867.17770419,857958.05061406 6205858.91399498,857963.527533007 6205857.70220938,858154.184424889 6205815.37397339,858181.023554119 6205815.4244642,858187.724987464 6205817.15798226,858204.300459644 6205819.53105125,858218.404639127 6205819.68252376,858230.015262017 6205832.13693946,858333.765027436 6205943.3018227,858361.995650301 6205976.10457689,858374.385509627 6205994.76972029,858381.999762797 6206010.13609542,858384.3819999 6206023.12937185,858385.573118451 6206039.99373175,858384.537847187 6206055.52849605,858381.910707204 6206068.26938028,858315.542026793 6206203.10175688,858281.834484981 6206271.57069516,858281.300151425 6206272.64789034,858267.81936109 6206298.71942141,858252.969341019 6206318.34465505,858234.957847408 6206334.57001106,858214.886943218 6206344.14702514,858192.200030995 6206351.87260324,857879.759616185 6206421.7734143,857788.711404665 6206440.74250308,857748.202241966 6206446.76818521,857727.463420831 6206443.7385121,857712.624532708 6206436.73660503,857662.797928629 6206387.94222523,857640.801197248 6206362.69515691,857615.598464533 6206333.77894008,857614.685644708 6206331.1700895,857615.130922671 6206328.62856486,857616.099402241 6206327.04642408,857607.984211362 6206318.07535479,857600.51467353 6206309.76071366,857598.377339307 6206311.4943325,857596.362456523 6206311.79729505,857594.047011115 6206311.42700749,857592.087788077 6206309.9795199,857534.201652865 6206247.38433319,857522.056696419 6206228.3146892,857513.117741308 6206204.70070564,857512.583407753 6206187.78552608))"
france_hospitals_point.67720147,67720147,hospital,Clinique de la Marche,,,,,,,,,,230781619,292,,26232470000117,,,+33555526457,,+33555619628,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,way,3,2021-03-15T16:49:43Z,,POINT (209295.58955631973 5809056.903789928),"SRID=3857;POLYGON((209241.235591613 5809063.92252425,209247.291371913 5809053.3759333,209245.75516294 5809052.58815491,209250.319262062 5809044.45314133,209252.801686707 5809040.01586436,209280.164017544 5809054.82287339,209299.80077572 5809065.43377459,209308.962369812 5809047.23447912,209289.704097905 5809036.9290643,209299.600400636 5809017.66874242,209344.840641695 5809041.3984939,209334.554720746 5809060.85179297,209321.151854054 5809053.74570686,209314.595136046 5809066.12509133,209317.81226933 5809067.73280487,209319.348478303 5809072.42733008,209315.474560024 5809079.40481394,209316.287192306 5809079.90320585,209315.496823922 5809081.54307622,209316.832657811 5809082.44339734,209310.275939804 5809094.822822,209265.670219843 5809070.61061283,209268.308491774 5809065.36946606,209261.929884952 5809061.68780347,209257.888987436 5809069.90321861,209260.916877586 5809071.41446998,209256.597681343 5809079.43696825,209243.773676004 5809072.44340723,209251.92226273 5809057.34698055,209250.575296891 5809056.63958739,209245.076114046 5809066.22155413,209241.235591613 5809063.92252425))"
france_hospitals_point.208266683,208266683,hospital,Centre hospitalier de Guingamp,,,,,,public,yes,,,220000343,355,,,,,+33 2 96 44 56 56,,+33 2 96 44 56 56,,,,,,,,,,,,,,,way,3,2019-07-26T10:19:48Z,,POINT (-350134.2826910446 6201780.8492367),"SRID=3857;POLYGON((-350443.118986401 6202095.58693447,-350418.795677663 6202072.65733672,-350404.502255045 6202058.98035737,-350393.080875289 6202027.68993379,-350390.153172681 6201995.69307128,-350377.919160643 6201881.0302243,-350304.459428669 6201837.14046784,-350326.856910216 6201790.55936803,-350321.780741436 6201741.30379128,-350319.55435162 6201707.54168057,-350312.986501664 6201690.23171163,-350299.683822514 6201683.38511556,-350294.908216359 6201642.7598493,-350280.269703319 6201428.98835252,-350259.074472272 6201430.18268574,-350205.329422117 6201448.09770427,-350167.113440928 6201458.84673349,-350136.656428247 6201463.01850435,-350124.121853584 6201460.0410709,-349980.798009187 6201577.67571735,-349857.778839912 6201679.19641455,-349851.210989955 6201691.14010563,-349854.795477558 6201717.41628504,-349852.413240455 6201787.2790185,-349857.778839912 6201805.8003932,-349883.460246438 6201814.74988207,-349931.238571886 6201808.18916562,-349903.163796308 6201882.83023064,-349906.748283912 6201896.55739436,-349974.230159231 6201977.77689956,-349988.568109645 6201992.10983391,-350005.878290463 6201993.3042462,-350027.374084135 6201994.49865866,-350038.127546946 6202008.22600256,-350033.351940791 6202027.33665547,-350028.576334636 6202042.27529433,-350030.368578438 6202058.9971802,-350035.144184593 6202070.33578148,-350069.775678178 6202046.44735131,-350099.041572308 6202085.25767296,-350174.672034353 6202063.89262786,-350344.34520222 6202015.98128875,-350362.557070914 6202067.03850121,-350382.561183409 6202109.73501498,-350410.324264413 6202081.22018001,-350428.992543019 6202098.83375705,-350431.363648173 6202118.65117769,-350443.118986401 6202095.58693447))"
france_hospitals_point.798818024,798818024,hospital,Clinique Jeanne d'arc,,,,,Louis Pasteur Santé,private_for_profit,,,,540000361,128,,,,,+33 3 83 76 36 36,,+33 3 83 76 36 37,,direction@cja-luneville.com,,,,,,,,,,,,,way,2,2022-07-18T15:27:33Z,,POINT (723950.1080949657 6205426.806465037),"SRID=3857;POLYGON((723854.454549706 6205486.8870954,723875.527329313 6205440.52161717,723876.941086846 6205437.30717777,723880.369727162 6205429.91902063,723915.535554304 6205352.18387931,723942.764301752 6205359.63928639,723953.484368715 6205362.61808518,723955.888869716 6205356.25658395,723957.336023097 6205352.48680768,723998.245935963 6205352.48680768,724012.572754428 6205310.5313302,724020.220403446 6205310.26206186,724006.528106078 6205347.85873643,724039.077925186 6205358.74732989,724022.435661313 6205412.50049788,724000.33874239 6205483.70629771,723977.095232713 6205476.38541866,723971.573785969 6205493.58528702,723972.063591729 6205493.71992409,723967.121006337 6205509.30417952,723965.696116855 6205513.99965733,723960.464100788 6205512.61962415,723938.968307116 6205507.04900472,723932.74554758 6205505.48384644,723913.242372793 6205500.56958791,723894.117684275 6205498.58368973,723858.573370865 6205494.35945021,723854.454549706 6205486.8870954))"
france_hospitals_point.3104032164,3104032164,hospital,Centre de Soins de Suite Henriville,,,,,,,,,,800016735,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 10/2018,,node,3,2022-12-22T22:40:45Z,,POINT (256242.9294806182 6426385.863752254),
france_hospitals_point.219244659,219244659,hospital,Clinique Saint-Martin,,,,,,private,,,,700780174,128,,,,,,,,,,,,,,,,,,,,,,way,4,2019-11-06T10:31:58Z,,POINT (683382.0331994735 6046116.983283447),"SRID=3857;POLYGON((683270.051006206 6046186.0188727,683313.465607616 6046002.0256601,683491.086987125 6046045.19053198,683454.262499571 6046233.47978009,683444.254877349 6046226.35980136,683410.213377064 6046218.47992456,683408.387737415 6046222.46116121,683270.051006206 6046186.0188727))"
france_hospitals_point.128925673,128925673,hospital,Centre Médico-Chirurgical de l'Europe,,,,,Vivalto Santé,private,yes,,,780300414,365,,,,,+33 1 39 17 22 22,,+331 39 17 24 95,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,way,5,2021-12-15T12:53:18Z,intensive,POINT (234526.36970996368 6254634.535832727),"SRID=3857;POLYGON((234476.028320559 6254629.66683033,234480.035822228 6254606.64563523,234507.531736454 6254611.04674122,234507.420416963 6254612.90874829,234512.207155067 6254613.75511527,234524.229660073 6254543.50694348,234572.764958058 6254551.80127558,234559.851897126 6254626.28135653,234551.057657354 6254624.75789377,234547.940711612 6254641.34672531,234549.053906519 6254641.51599927,234549.053906519 6254641.68527323,234553.061408188 6254642.36236911,234556.957590366 6254643.03946505,234548.163350593 6254693.1447146,234544.601126888 6254692.46761466,234543.376612489 6254699.57716677,234546.827516704 6254700.25426728,234534.693692207 6254709.05657886,234516.993893171 6254719.55165464,234485.156518804 6254735.80212021,234477.58679343 6254729.36964052,234477.030195976 6254728.35398628,234482.596170516 6254725.47629993,234477.364154449 6254716.50469581,234486.158394221 6254711.59570891,234486.04707473 6254711.25715819,234488.050825565 6254703.30122025,234489.386659454 6254703.80904585,234490.722493344 6254704.65542193,234491.947007743 6254705.84034857,234493.06020265 6254707.5331012,234516.88257368 6254694.16036462,234517.773129607 6254688.06646635,234515.4354203 6254687.38936681,234521.669311784 6254649.47187914,234512.429794048 6254647.9484122,234510.426043214 6254658.95123514,234511.650557613 6254659.28978376,234507.008534847 6254687.8294815,234487.071214046 6254698.34145847,234496.132620596 6254638.5198507,234499.026927357 6254636.35314505,234495.286592466 6254631.52884149,234493.049070701 6254633.62783638,234476.028320559 6254629.66683033))"
france_hospitals_point.141994192,141994192,hospital,Centre Médico Chirurgical du Mans,,,Pôle Santé Sud,,Elsan,private,yes,,,720017748,365,,,,,+33 2 43 78 38 38,,+33 2 43 78 40 18,,,,,,,,,,,,,,,way,7,2022-01-16T16:40:46Z,,POINT (25155.71050914733 6101139.544835164),"SRID=3857;POLYGON((24786.4646117248 6101058.16241826,24806.8026826927 6101036.40004916,24892.2069960293 6100948.32037455,25013.7344841283 6100868.23814759,25045.3603514627 6100831.58045397,25061.0786635627 6100829.9844763,25116.2040754035 6100862.83507634,25389.1483348796 6101068.68618107,25509.195273751 6101159.2276496,25492.6420654701 6101175.5205602,25304.5343899276 6101419.16976301,25233.4680270052 6101507.25426732,25185.1219721536 6101452.68765589,25136.0746045101 6101403.67443215,25055.3011819905 6101261.22510401,25019.3895142606 6101250.76760755,24963.729768864 6101142.31963119,24885.9174447995 6101180.8905773,24864.5329706181 6101152.62736707,24786.4646117248 6101058.16241826))"
france_hospitals_point.673284203,673284203,hospital,Clinique Générale de Marignane,,,,,Almaviva Santé,private,yes,,,130782147,365,,,,,+33 4 42 78 45 00,,+33 4 42 77 25 03,,,,,,Avenue Général Raoul Salan,,,,,,,,,way,3,2021-06-13T15:55:17Z,,POINT (580411.688231775 5374444.75216888),"SRID=3857;POLYGON((580274.508532847 5374424.65430018,580328.342638594 5374316.39514033,580350.806911837 5374325.89553977,580422.062517893 5374365.42956443,580418.121807919 5374390.71304057,580466.456730822 5374436.88237807,580530.086951759 5374426.40116746,580535.842169433 5374552.72812581,580430.533931143 5374560.72705223,580441.699276069 5374515.10874628,580337.70460777 5374465.41462247,580287.811211997 5374445.38687783,580292.620213999 5374439.68656362,580274.508532847 5374424.65430018))"
france_hospitals_point.89318118,89318118,hospital,Centre de Santé de Manosque,,,,,,,,,,040003816,124,,,,,+33 4 92 70 58 60,,,,,,,,Avenue du Majoral Mestre Raoul Arnaud,Manosque,04100,,,,,,,way,10,2020-02-16T07:51:34Z,dentist;biology;radiology;nurse,POINT (643488.6096724533 5439210.863345448),"SRID=3857;POLYGON((643461.61110523 5439212.74804099,643468.891399928 5439208.11869633,643464.739182922 5439201.19011482,643511.393181513 5439171.96359452,643520.142893489 5439185.75899434,643496.598821187 5439200.74261196,643498.257481599 5439203.35047375,643488.628345646 5439209.49206834,643507.096249168 5439238.28663424,643498.869738799 5439243.440655,643497.389189571 5439241.52718588,643484.798955163 5439249.62856996,643461.61110523 5439212.74804099))"
