code_id;nom_du_jardin;adresse;code_postal;ville;region;departement;coordonnees_x;coordonnees_y;descriptif;site_web;facebook;twitter;instagram;dailymotion;tag_annee_de_labellisation;tag_jardin_remarquable;tag_maison_des_illustres;tag_monument_historique;tag_protection_site;tag_tourisme_et_handicap;tag_musee_de_france;tag_architecture_contemporaine_remarquable;tag_vpah;tag_patrimoine_mondial_de_lunesco;tag_jardin_prive;tag_jardin_contemporain;tag_parc_paysager;tag_jardin_regulier;tag_jardin_de_collection;tag_jardin_public;tag_jardin_vivrier;tag_jardin_inspiration_medievale;coordonnees_geographiques
MHR_11_JR0032;Parc floral de Paris;route de la Pyramide;75012;Paris;Île-de-France;Paris;48.8377;2.4445;Le Parc Floral met en scène la flore régionale dans des paysages typiques et représentatifs d’écosystèmes menacés. Son Chemin de l’Évolution invite à la découverte de la longue histoire des végétaux. Créé en 1969, ce site de trente hectares présente aussi d’importantes collections botaniques et horticoles, en extérieur et dans les pavillons : plantes régionales, plantes du Jurassique, plantes médicinales, plantes accrobranchées, bonsaïs, fougères, pivoines, pélargoniums, géraniums, astilbes, iris, dahlias… Le concours international du dahlia se déroule chaque année fin septembre.;https://www.parcfloraldeparis.com/fr;;;;;labellisee-en-2018;jardin-remarquable;;;;;;;;;;;parc-paysager;;jardin-de-collection;jardin-public;;;48.8377,2.4445
MHR_11_JR0038;Jardins des murs à pêches;8 impasse Gobetue;93100;Montreuil;Île-de-France;Seine-Saint-Denis;48.8635;2.4550;Patrimoine identitaire de la ville de Montreuil et territoire d'exception à l'échelle métropolitaine, les 34 hectares des murs à pêches représentent aussi un espace naturel de biodiversité et un haut lieu de la culture Montreuilloise.;http://www.montreuil.fr/environnement/les-murs-a-peches/;;;;;labellisee-en-2019;jardin-remarquable;;monument-historique;protection-site;;;;;;;;;;;jardin-public;jardin-vivrier;;48.8635,2.455
MHR_24_JR0004;Les Prés Fichaux;avenue de la République;18000;Bourges;Centre-Val de Loire;Cher;47.08882559;2.396392822;Jardin de style Art décoratif avec arcades d'ifs taillés, théâtre de verdure et roseraie (4,5 hectares).;http://www.ville-bourges.fr;;;;;labellisee-en-2004;jardin-remarquable;;monument-historique;;;;;;;;jardin-contemporain;;jardin-regulier;;jardin-public;;;47.08882559,2.396392822
MHR_24_JR0007;Le Pré Catelan;route de Tansonville;28120;Illiers-Combray;Centre-Val de Loire;Eure-et-Loir;48.29741279;1.239480972;"Traversé par une rivière au cours sinueux, le Pré Catelan, chargé des goûts romantiques propres au XIXe siècle, a marqué l'œuvre de Marcel Proust qui le mentionne dans son œuvre sous le nom de ""Parc de Swann"". Fantaisiste et dessiné par l'oncle de l'écrivain, Jules Amiot, le Pré Catelan est conçu sur le modèle du parc à l'anglaise.";http://www.eurelien.fr;;;;;labellisee-en-2004;jardin-remarquable;;monument-historique;protection-site;;;;;;;;parc-paysager;;;jardin-public;;;48.29741279,1.239480972
MHR_24_JR0009;Jardins du château de Bouges;15 rue du Château;36110;Bouges-le-Château;Centre-Val de Loire;Indre;47.04222934;1.672797203;Parc paysager avec arboretum, étang et jardins dans l'esprit du XVIIIe siècle (domaine de 85 ha, jardins 1 hectare).;http://www.bouges.monuments-nationaux.fr;;;;;labellisee-en-2004;jardin-remarquable;;monument-historique;;;;;;;;;parc-paysager;jardin-regulier;;jardin-public;;;47.04222934,1.672797203
MHR_24_JR0013;Village-jardin de Chédigny;Village;37310;Chédigny;Centre-Val de Loire;Indre-et-Loire;47.20895729;0.999455452;Venez découvrir ce village exceptionnel où les rosiers et les vivaces ont envahi les rues pour le plus grand plaisir de ses habitants et des visiteurs.;http://rosesdechedigny.canalblog.com;https://www.facebook.com/chedignyjardin;;;;labellisee-en-2013;jardin-remarquable;;;;;;;;;;;;;jardin-de-collection;jardin-public;;;47.20895729,0.999455452
MHR_24_JR0015;Les jardins du château du Rivau;Le Coudray;37120;Léméré;Centre-Val de Loire;Indre-et-Loire;47.10290752;0.32353878;Les jardins sont des créations contemporaines qui mettent en scène les thèmes inspirés des contes et légendes (6 hectares).;http://www.chateaudurivau.com;;;https://www.instagram.com/chateaudurivau/;;labellisee-en-2004;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;jardin-inspiration-medievale;47.10290752,0.32353878
MHR_24_JR0020;Jardin du Plessis Sasnières;Le Château;41310;Sasnières;Centre-Val de Loire;Loir-et-Cher;47.7189545;0.932199061;Au creux d'une charmante vallée, ce jardin d'exception est mis en scène autour d'un étang d'eaux vives. Le jardin de fleurs, clos de murs, est planté par thèmes de couleurs. Les floraisons des rosiers, des vivaces et des annuelles s'y succèdent tout au long de la saison. La treille palissée de pommiers y apporte une ombre tamisée. Les promenades bucoliques sur les allées de gazon permettent de découvrir plantes rares, fleurs, écorces et feuillages insolites.;http://www.jardin-plessis-sasnieres.fr;;;https://www.instagram.com/jardinsasnieres/;;labellisee-en-2004;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;;jardin-de-collection;;;;47.7189545,0.932199061
MHR_24_JR0024;Les jardins de Roquelin;Roquelin;45130;Meung-sur-Loire;Centre-Val de Loire;Loiret;47.82502693;1.708416939;"Les jardins de Roquelin sont nés autour d'une vielle ferme en bord de loire à Meung-sur-Loire.
 Ce jardin d'inspiration anglaise s'étend sur 1 hectare. Vous y trouverez près de 450 variétés de roses, principalement anciennes, mêlées à toutes sorte de plantes : vivaces, arbustes, plantes grimpantes...
 De nombreuses structures en chataigniers prises d'assaut par les rosiers lianes donnent un esprit plus médiéval.
 Boutique et pépinière terminent la visite.";http://www.lesjardinsderoquelin.com;;;https://www.instagram.com/les_jardins_de_roquelin/;;labellisee-en-2011;jardin-remarquable;;;;;;;;;jardin-prive;;;;jardin-de-collection;;;;47.82502693,1.708416939
MHR_24_JR0030;Jardin du château royal d’Amboise;Montée de l’Emir Abd el Kader;37400;Amboise;Centre-Val de Loire;Indre-et-Loire;47.41305;0.98577;Surplombant la ville d'Amboise et La Loire, eau élément remarquable, les jardins du Château offrent l'un des plus beaux panoramas du Val de Loire. Plusieurs ensembles les composent : - l'esplanade d'Honneur et ses allées Renaissance - la terrasse Nord, - la partie boisée, sur toute la partie Est, avec cyprès et buis taillés - le fossé et le bastion extérieur. Création du Jardin de Midi : vous accèderez à une terrasse jusqu'à présent inaccessible qui offre un panorama sur la ville d'Amboise et le Clos Lucé tout proche. Ce jardin contemporain orienté au midi est planté d'essences méditerranéennes. -Création du Jardin d'Orient : espace de souvenir en hommage à la présence de l'Emir Abd El Kader et de sa suite autour de 25 pierres d'Alep gravées d'hymnes à la paix des extraits du Coran qui invitent à la médidation et au recueillement.;http://www.chateau-amboise.com/n/fr/;https://www.facebook.com/chateauroyaldamboise/;https://twitter.com/ChateauAmboise;https://www.instagram.com/chateau_amboise/;;labellisee-en-2017;jardin-remarquable;;;protection-site;;;;;;;jardin-contemporain;;jardin-regulier;;jardin-public;;;47.41305,0.98577
MHR_27_JR0011;Jardin des cinq roses;1 place de l'Hôtel de Ville;21240;Talant;Bourgogne - Franche-Comté;Côte-d'Or;47.33960563;4.972401112;"Le jardin des 5 Roses surmonte l'emplacement d'anciens remparts médiévaux, témoignages de la citadelle de Talant. Les massifs de roses encadrant le jardin dialoguent avec les bâtiments datant du XIIIe, XVIIe, XVIIIe, XXe et XXIe siècles. L'un de ces massifs accueille la rose Alix de Vergy, du nom de la seconde épouse du Duc de Bourgogne Eudes III. Un chemin d'eau coule en direction du paysage, invitant à la promenade... 
 Une prolongation de ces Rendez-Vous aux Jardins sera proposée les samedis 8 juin (de 15h à 16h) et 15 juin (de 15h à 16h) par une présentation du Jardin des 5 Roses par l'un de ses créateurs, le paysagiste Vincent Mayot. Places limitées.";;;;;;labellisee-en-2011;jardin-remarquable;;;;;;;;;;jardin-contemporain;;;;jardin-public;;;47.33960563,4.972401112
MHR_27_JR0015;Parc du moulin à tan et serres de collections tropicales;28 chemin de Babie;89100;Sens;Bourgogne - Franche-Comté;Yonne;48.18588184;3.278228045;"Ce parc magnifique, avec son moulin, comporte une succession de scènes paysagères à vocations différentes. Vous y découvrirez l'Arboretum, l'enclos animalier, une roseraie ""sauvage"" riche en rosiers botaniques, des aires de jeux d'enfants ainsi qu'une collection d'oiseaux aquatiques.
 Au cours de cette promenade ombragée entre les cours d'eau de la Vanne et de la Lingue, s'illustrera l'univers des plantes de sous-bois, au travers de collections végétales thématiques (couvre-sols, fougères, arbustes, allée de senteurs). De nouvelles collections végétales (hêtre, bouleau) viennent enrichir ce joyau du patrimoine sénonais.
 Un site d'observation présente toute la faune locale, un rucher.
 Des serres de collection tropicales présentent sur 600 m² un parcours dépaysant au cours duquel vous croiserez la célèbre Victoria cruziana, des orchidées dans un jardin d'Hiver, des cactées et autres plantes épiphytes.";https://www.tourisme-sens.com/visite-musee/parc-du-moulin-a-tan-et-serres-de-collections-tropicales/;;;;;labellisee-en-2011;jardin-remarquable;;;;;;;;;;jardin-contemporain;parc-paysager;;jardin-de-collection;jardin-public;;;48.18588184,3.278228045
MHR_27_JR0016;Parc du château de Thorigny;3 rue de la Division Leclerc;89260;Thorigny-sur-Oreuse;Bourgogne - Franche-Comté;Yonne;48.29261081;3.402639627;Ce jardin aménagé par André Le Nôtre au XVIIe siècle a été remodelé par Pierre Carlier après 1843. Ses descendants, au fil du temps, ont mis en valeur le parc. Le jardin présente des éléments remarquables : pont, cascade, cours d'eau, plan d'eau et des éléments végétaux : arbres d'alignement (tilleuls)...;http://www.amisdethorigny.com;;;;;labellisee-en-2006;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;;jardin-regulier;;;;;48.29261081,3.402639627
MHR_27_JR0023;Atelier Jardin;route de Cousance;39270;Cressia;Bourgogne - Franche-Comté;Jura;46.529771;5.477024;Situé en petite montagne jurassienne, l’Atelier Jardin vous invite à une promenade à travers l’art et la culture dans ses différentes chambres de verdure inspirées par quelques régions du monde. C’est dans ce jardin intimiste, mariant végétal et minéral, arbres taillés et arbres sculptés, arbustes et vivaces, bulbes et graminées, que le visiteur trouvera la détente et la sérénité.;https://atelierjardin39.wordpress.com/;;;;;labellisee-en-2011;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;parc-paysager;jardin-regulier;;;;;46.529771,5.477024
MHR_27_JR0026;Parc et potager du château de Montigny-sur-Aube;2 rue de l’Église;21520;Montigny-sur-Aube;Bourgogne - Franche-Comté;Côte-d'Or;47.9528;4.7785;Riche de huit siècles d’histoire, le château de Montigny-sur-Aube, au nord de la Bourgogne, s’élève au milieu d’un parc de 4 hectares. La réhabilitation des vergers a fait l’objet d’une étude préliminaire approfondie associant Éric Pallot, architecte en chef des Monuments historiques, Marc Lechien, architecte paysager en charge des parcs et jardins de Champagne-Ardenne, et Marie-France Menage-Small, propriétaire du château. Le but recherché est le renouveau d’une vitrine du savoir-faire des jardiniers du XIXe siècle, au travers de l’aboutissement des techniques en vogue telles espalier ou greffe. Une ouverture au public, en particulier aux groupes scolaires, mais aussi la création d’un lieu d’apprentissage et de transmission de savoirs en partenariat avec une institution spécialisée de formation, sont en cours.;https://www.chateaudemontigny.com;https://www.facebook.com/chateaumontignysuraube;;https://www.instagram.com/chateaumontigny/;;labellisee-en-2015;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;parc-paysager;;;;jardin-vivrier;;47.9528,4.7785
MHR_27_JR0028;Jardin potager du château de Digoine;route de Digoine;71430;Palinges;Bourgogne - Franche-Comté;Saône-et-Loire;46.3156;4.1246;Situé en plein coeur du Charolais en Bourgogne du Sud, le château de Digoine est entouré par un grand parc paysager de 40 hectares comprenant un étang, un jardin à la française avec une serre datant de 1830, des orangers et des palmiers en caisses. Une restauration des jardins est en cours : collection de vivaces disposés en mix border, un verger et un potager dans l'esprit du XVIIIe siècle, une collection de plantes méditerranéennes dans la serre, des broderies de buis et topiaires d'ifs dernièrement restaurées... La grotte du XVIIIe siècle, longtemps laissée à l'abandon, a également fait l'objet d'une restauration. 2000 rosiers ont enrichit le jardin français face à la serre, constituant l'une des plus grandes roseraies de Bourgogne.;http://chateaudedigoine.fr;;;https://www.instagram.com/domaine_chateau_de_digoine/;;labellisee-en-2006;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;parc-paysager;jardin-regulier;;;jardin-vivrier;;46.3156,4.1246
MHR_93_JR0008;Parc du château de la Napoule;avenue Henri Clews;06210;Mandelieu-la-Napoule;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.5238197;6.942044422;Jardins à la française, réaménagés autour d’une grande allée centrale géométrique,;http://www.chateau-lanapoule.com;https://www.facebook.com/chateau.delanapoule;;;;labellisee-en-2005;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;;jardin-regulier;;;;;43.5238197,6.942044422
MHR_93_JR0009;La citronneraie;69 corniche André Tardieu;06500;Menton;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.79580289;7.487826347;Jardin d’agrément composé d' agrumes et de plantes exotiques, tropicales, et subtropicales en restanques. Oliviers centenaires, eucalyptus, camphrier...;http://www.lacitronneraie.fr;;;;;labellisee-en-2009;jardin-remarquable;;;;;;;vpah;;jardin-prive;;;;jardin-de-collection;;;;43.79580289,7.487826347
MHR_93_JR0011;Jardin botanique exotique du Val Rahmeh;avenue Saint-Jacques;06500;Menton;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.78330246;7.511966228;"Face à la mer et protégé des vents par la montagne, ce jardin bénéficie d’un microclimat à tendance subtropicale, unique en France. En 1966, Miss Campbell cède à l’Etat ce domaine (géré par le Musée national d'histoire naturelle) créé en 1875. Ce jardin d’expérimentation d’acclimatation, conservatoire de plantes exceptionnelles, abrite plus de 1500 espèces, de belles collections de palmiers, bambous, agrumes, plantes alimentaires tropicales. Sa luxuriance évoque les souvenirs des voyages tropicaux.
 Animations gratuites en cours d’année (expositions) visite guidée le jeudi matin à 10h30 par les jardiniers";https://www.mnhn.fr/fr/visitez/lieux/jardin-botanique-exotique-menton;;;;;labellisee-en-2013;jardin-remarquable;;;;;;;vpah;;;;;;jardin-de-collection;jardin-public;;;43.78330246,7.511966228
MHR_93_JR0013;Parc Phoenix;avenue Charles Buchet;06200;Nice;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.66931509;7.21791029;Parc public floral de 7 hectares ouvert en 1990 comprenant 20 jardins à thèmes de type méditerranéen. Serre, collection végétale, parcours botanique et animalier. Plan d’eau, cascade.;http://www.Parc-Phoenix.org;https://www.facebook.com/parcphoenix06/;;https://www.instagram.com/parcphoenix06/;;labellisee-en-2011;jardin-remarquable;;;;;;;;;;;parc-paysager;;jardin-de-collection;jardin-public;;;43.66931509,7.21791029
MHR_93_JR0015;Jardins Ephrussi de Rothschild;1 avenue Ephrussi de Rothschild;06230;Saint-Jean-Cap-Ferrat;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.69645589;7.328442112;"Plusieurs jardins à thème à la française, florentin, japonais, espagnol, lapidaire, exotique, provençal et Sèvres, ornés de patios, de cascades et de bassins. Statuaire, roseraie, palais Belle Epoque. 
 Animations en cours d’année : 3e fête des roses (10-12 mai).";http://villa-ephrussi.com;https://www.facebook.com/villaephrussi;;;;labellisee-en-2005;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;;jardin-regulier;;;;;43.69645589,7.328442112
MHR_93_JR0021;Parc du 26° Centenaire;Rond Point Zino Francescatti;13010;Marseille;Provence-Alpes-Côte-d'Azur;Bouches-du-Rhône;43.28059231;5.394947603;Quatre jardins thématiques créés en 2001 pour les 26 siècles d’histoire de la ville sur l’ancienne gare du Prado.;http://www.mairie-marseille.fr;;;;;labellisee-en-2005;jardin-remarquable;;;;;;;;;;jardin-contemporain;;;;jardin-public;;;43.28059231,5.394947603
MHR_93_JR0022;Domaine de Charance;Domaine de Charance;05000;Gap;Provence-Alpes-Côte-d'Azur;Hautes-Alpes;44.57607936;6.054050177;"Domaine de 220 hectares avec jardins d’inspiration anglaise, italienne ou française. Collections de roses anciennes, plantes ornementales et alpines. 
 Ouvert : de mi-avril à fin mai, septembre, octobre de 14h à 17h et de juin à août de 10h à 18h30 (fermé le mardi).";https://www.gap-tallard-vallees.fr/fr/decouvrir/nature-et-decouvertes/parcs-et-domaines/domaine-de-charance/;;;;;labellisee-en-2005;jardin-remarquable;;monument-historique;;;;;;;;;;jardin-regulier;;jardin-public;;;44.57607936,6.054050177
MHR_93_JR0027;Jardin du Castel Sainte-Claire;avenue Edith Wharton;83400;Hyères;Provence-Alpes-Côte-d'Azur;Var;43.12092414;6.122539043;Ancien parc botanique de la romancière E. Wharton, près de la collégiale Saint Paul. Essences rares (Amérique du Sud, Australie).;https://www.hyeres-tourisme.com/patrimoine-culturel/castel-sainte-claire/;;;;;labellisee-en-2008;jardin-remarquable;;;;;;;vpah;;;jardin-contemporain;;;jardin-de-collection;jardin-public;;;43.12092414,6.122539043
MHR_93_JR0029;Jardin zoologique tropical;route de Valcros;83250;La Londe Les Maures;Provence-Alpes-Côte-d'Azur;Var;43.14765666;6.255009323;Jardin-conservatoire zoologique et botanique. Acclimatation, arboretum, collections (oiseaux,primates, plantes exotiques), reproduction d’espèces en voie d’extinction.;http://www.zootropical.com;;;;;labellisee-en-2008;jardin-remarquable;;;;;;;;;jardin-prive;;;;jardin-de-collection;;;;43.14765666,6.255009323
MHR_93_JR0033;Domaine d'Orvès;avenue de la Libération;83160;La Valette-du-Var;Provence-Alpes-Côte-d'Azur;Var;43.14303668;5.989015326;"Jardin ""à la française"" et parc ""à l’anglaise"" sur 8 hectares. Bastide provençale fin XVIIe siècle Statuaire, chapelle, plan d’eau.";http://www.domainedorves.fr;;;;;labellisee-en-2005;jardin-remarquable;;monument-historique;protection-site;;;;;;jardin-prive;;;jardin-regulier;;;;;43.14303668,5.989015326
MHR_93_JR0036;Jardin de la Commanderie Peyrassol;route nationale 7;83340;Flassans-sur-Issole;Provence-Alpes-Côte-d'Azur;Var;43.224679;6.154935;Véritable musée à ciel ouvert, la Commanderie de Peyrassol accueille une collection permanente de sculptures qui vient enrichir sa sublime collection d’art contemporain, et côtoyer les sculptures monumentales de Daniel Buren, Dubuffet, Bertrand Lavier, et bien d’autres, qui peuplent de leur vision du monde ce lieu hors du temps au milieu des vignes.;https://www.peyrassol.com;;;;;labellisee-en-2017;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;;43.224679,6.154935
MHR_93_JR0039;Pavillon de Galon;route de Galon;84160;Cucuron;Provence-Alpes-Côte-d'Azur;Vaucluse;43.77396028;5.451655537;Jardin contemporain à la française, bassins, pavillon de chasse, conservatoire de plantes;http://www.pavillondegalon.com;https://www.facebook.com/pavillondegalon;;https://www.instagram.com/lepavillondegalon/;;labellisee-en-2009;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;jardin-regulier;;;jardin-vivrier;;43.77396028,5.451655537
MHR_93_JR0042;Domaine de Brantes;157 chemin de Brantes;84700;Sorgues;Provence-Alpes-Côte-d'Azur;Vaucluse;44.00023886;4.877074733;D’inspiration italienne, le Jardin de Brantes se déploie autour de ses 3 bassins miroirs irrigués par l'eau de la Sorgue, à l'ombre de son magnolia grandiflora bicentenaire (6 m de circonférence) et exhale une sérénité appréciée au coeur d'un environnement contemporain.;https://www.jardindebrantes.com;https://www.facebook.com/jardindebrantes/;;;;labellisee-en-2005;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;;jardin-regulier;;;;;44.00023886,4.877074733
MHR_93_JR0049;Jardin du Palais Carnolès;3 avenue de la Madone;06500;Menton;Provence-Alpes-Côte-d'Azur;Alpes-Maritimes;43.76655803;7.488018796;"Au XVIIIe siècle, le prince Honoré II possède, dans la plaine de Carnolès un terrain contigu au couvent de la Madone. Le ""jardin du prince"" est réalisé en 1725 par l'architecte Latour ""...celui ci n'était autrefois qu'un pré avec un plan de gros arbres d'orangers en étoile ..."". Le prince Antoine Ier fait planter un espalier de citronniers, une allée de jeunes orangers ceinturant le jardin, ainsi qu'un espalier d'orangers du Portugal. L'actuelle collection d'agrumes est plantée à partir de 1970, grâce à l'INRA de Corse A la suite d'une convention signée en 1997 avec la station de recherche agronomique de San Guiliano, ce jardin devient centre d'acclimatation et de recherche. Aujourd'hui on recense 137 variétés d'agrumes présentées en un seul site parmi lesquels 24 orangers doux (citrus sinensis), 6 bigaradiers (citrus aurantium) ; 6 citronniers (citrus limon)... La collection du Palais Carnolès constitue un champ d'essais des grands principes de la lutte intégrée. En 1999, le Conservatoire français des collections spécialisées a distingué ""la collection de citrus"" de ce jardin.";https://www.menton.fr/Jardin-du-Palais-de-Carnoles;https://fr-fr.facebook.com/VilledeMenton;;;;labellisee-en-2019;jardin-remarquable;;monument-historique;;;;;vpah;;;;;;jardin-de-collection;jardin-public;;;43.76655803,7.488018796
MHR_75_JR0007;Jardin de Fortran;2 chemin du Bois Tellier;86400;Linazay;Nouvelle-Aquitaine;Deux-Sèvres;;;Jardin de buis en topiaires, créé en 1980, offrant un théâtre de verdure, une chambre verte de charmilles, un potager, des plantes en pots et une collection de cactées, de dahlias et d'annuelles variées. Un jardin à la française qui se visite à l'anglaise !;;;;;;labellisee-en-2018;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;jardin-regulier;;;;;
MHR_75_JR0008;Jardins d'eau de Saint-Rome;Saint-Rome;24200;Carsac-Aillac;Nouvelle-Aquitaine;Dordogne;44.83;1.27;Jardins en terrasses sur la Dordogne mettant en scène des collections de nymphéas et plantes aquatiques.;http://www.jardinsdeau.com/;https://www.facebook.com/Les-Jardins-dEau-de-Carsac-1542108492727627/;;;;labellisee-en-2012;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;jardin-de-collection;;;;44.83,1.27
MHR_75_JR0043;Jardins de La Roche Courbon;Domaine de la Roche Courbon;17250;Saint-Porchaire;Nouvelle-Aquitaine;Charente-Maritime;45.835527;-0.781149;Le château, forteresse du XVe transformée en demeure d'agrément au XVIIe siècle, et ses jardins sont le fleuron de la Charente-Maritime. Pour admirer cet ensemble harmonieux jalonné de statues et de parterres géométriques, un escalier monumental placé derrière la pièce d'eau principale offre au visiteur un panorama étonnant et magique.;http://www.larochecourbon.fr;https://www.facebook.com/larochecourbon/;https://twitter.com/LaRocheCourbon;https://www.instagram.com/larochecourbon/;https://www.youtube.com/watch?v=GThxdfj8ZOw&feature=youtu.be;labellisee-en-2004;jardin-remarquable;;monument-historique;;;;;;;jardin-prive;;;jardin-regulier;;;;;45.835527,-0.781149
MHR_75_JR0049;Arboretum Al Gaulhia;Ceyrat;19140;Espartignac;Nouvelle-Aquitaine;Corrèze;45.4002;1.5874;"Situé à quelques minutes d'Uzerche, l'arboretum Al Gaulhia est un parc paysager d'environ 10 hectares. La grande variété d'arbres et d’arbustes cohabite avec les nombreux espaces aquatiques et forme un univers riche en biodiversité agréable à visiter. L'eau est ici omniprésente, le nom ""Al Gaulhia"" viendrait d'ailleurs d'un mot celte désignant une zone humide. Emblème du site, la dizaine d'espèces de lotus offre en spectacle ses grandes feuilles et ses charmantes fleurs aux teintes roses ou blanches. Une collection de 80 espèces de bambous et 600 espèces d'arbres et arbustes du monde entier complètent le tableau paysager, en trouvant leur place aux côtés de quelques arbres remarquables parfois tricentenaires.";https://www.arboretum-algaulhia.net/;https://www.facebook.com/Arboretum-Al-Gaulhia-Espartignac-111578955592602;;;;labellisee-en-2017;jardin-remarquable;;;;;;;;;jardin-prive;;;;jardin-de-collection;;;;45.4002,1.5874
MHR_75_JR0052;Parc du château des Milandes;Les Milandes;24250;Castelnaud-la-Chapelle;Nouvelle-Aquitaine;Dordogne;44.4923;1.6481;C’est au début du XXe siècle que le jardin actuel fut dessiné : Jules Vacherot, grand architecte paysagiste du début du siècle réalise une prouesse de perspective et fait entrer les Milandes dans le cercle fermé des Jardins Périgourdins inscrits au titre des Monuments Historiques.;https://www.milandes.com;https://www.facebook.com/lechateaudesmilandes/;;https://www.instagram.com/chateaudesmilandes/;;labellisee-en-2018;jardin-remarquable;maison-des-illustres;monument-historique;;;;;;;jardin-prive;;;jardin-regulier;;;;;44.4923,1.6481
MHR_75_JR0054;Jardin Val Maubrune;Le Petit Mas;23000;La Brionne;Nouvelle-Aquitaine;Creuse;46.16857;1.78704;"Val Maubrune est un jardin récent, mis en œuvre en l'an 2000 et ouvert au public en 2011. Il a reçu en 2012 ""le Prix coup de cœur"" décerné par l'Association des Journalistes du Jardin et de l'Horticulture (AJJH). Il se situe en Creuse sur l'axe Limoges-Clermont-Ferrand, dans les Monts de Guéret, à 8 km à l'ouest de cette ville.";https://www.jardin-valmaubrune-creuse.fr;;;;;labellisee-en-2015;jardin-remarquable;;;;;;;;;jardin-prive;jardin-contemporain;;;;;;;46.16857,1.78704
MHR_75_JR0056;Parc agricole et paysager du Chédal;Chemin du Chédal;19230;Ségur-le-Château;Nouvelle-Aquitaine;Corrèze;45.4320189;1.3015813;Situé à l’orée du village médiéval de Ségur en Corrèze, le parc agricole et paysager du Chédal a été élaboré entre 1860 et 1880, comme en témoignent le Séquoïadendron gigantum et le Thuya plicata zebrina. Après les dégâts causés par la tempête de 1999, Marc Boisseuil fit planter 200 chênes venus du monde entier.;https://www.tourismecorreze.com/fr/tourisme_detail/parc_agricole_et_paysager_du_chedal.html;;;;;labellisee-en-2015;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;;;;;;45.4320189,1.3015813
MHR_75_JR0059;Jardin du château du Pierrail;1 Le Pierrail;33220;Margueron;Nouvelle-Aquitaine;Gironde;44.7722;0.2676;Le jardin à la française est composé d’une terrasse avec parterres de buis. Cette terrasse surplombe le parc paysager et donne accès à une autre terrasse avec jardin à la française. Autour du théâtre de verdure, l'allée serpentine bordée de buis, circule entre les topiaires. 300 ifs de toutes tailles, certains de plus de 3.50 m créent l'atmosphère particulière de cette promenade. Un haha libère la vue sur le parc paysager, le château et les vergers de noyers. Le chemin conduit vers les cèdres remarquables et la source. Cette source est aussi une grotte naturelle par laquelle on accède à une rivière souterraine. Le parc champêtre descend vers un étang, un chemin fait le tour de ce plan d'eau de 3 hectares dans un environnement forestier. En bordure d'étang la flore et la faune changent totalement. Les arbres sont des saules, des aulnes, des cyprès chauves... les plantes des iris d'eau, des carex, joncs, polygonums ... et cela dans une bruyante ménagerie de canards sauvages, de hérons et aussi de grenouilles, de libellules.;http://www.chateau-pierrail.fr/;https://www.facebook.com/Pierrail/;;;;labellisee-en-2020;jardin-remarquable;;;;;;;;;jardin-prive;;parc-paysager;jardin-regulier;;;;;44.7722,0.2676
MHR_28_JR0002;Jardin des plantes;5 place Blot;14000;Caen;Normandie;Calvados;49.189326;-0.372088;"Plus de 3 siècles d'histoire de plantes, créé en 1736 sur d'anciennes carrières de ""Pierre de Caen"" ; 3,5 hectares.
 Du fait de sa richesse, visiter le jardin des plantes est une occasion de se rapprocher de la nature, qu'elle soit de proximité par le biais des différentes collections (flore de Basse Normandie, jardin thématique et rocailles), ou qu'elle soit tropicale au travers des serres. C'est aussi un moment privilégié pour apprendre toutes sortes d'astuces pour jardiner durablement ou pour favoriser la biodiversité. Ce parc est également un lieu idéal pour trouver un peu de calme en plein cœur de la ville.";http://caen.fr/adresse/jardin-plantes-jardin-botanique;;;;;labellisee-en-2011;jardin-remarquable;;;protection-site;;;;;;;;;;jardin-de-collection;jardin-public;;;49.189326,-0.372088
